millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2
3993,2.1437151,0.7346058,-57.498535,128.06973,-22.254457,-0.868107,-123.11456,3.726489,11.970348,-87.90819,14.722524,-22.517391,81.72264,3.600185,3.672046,-41.74342,1.9204293,-6.4763
4003,2.1437151,0.7346058,-57.498535,128.06973,-22.254457,-0.868107,-123.116425,3.7263358,11.971101,-87.90819,14.722524,-22.517391,81.72264,3.600185,3.672046,-41.74342,1.9204293,-6.4763
4015,2.1437151,0.7346058,-57.498535,128.06973,-22.254457,-0.868107,-123.116425,3.7263358,11.971101,-87.908165,14.7272835,-22.521692,81.72264,3.600185,3.672046,-41.75027,1.9203969,-6.476711
4025,2.1437151,0.7346058,-57.498535,128.06973,-22.254457,-0.868107,-123.10796,3.7195075,11.967669,-87.908165,14.7272835,-22.521692,81.73248,3.6054835,3.6769147,-41.74964,1.9178866,-6.483235
4036,2.1437151,0.7346058,-57.498535,128.06973,-22.254457,-0.868107,-123.10796,3.7195075,11.967669,-87.908165,14.7272835,-22.521692,81.73248,3.6054835,3.6769147,-41.74964,1.9178866,-6.483235
4046,2.1440108,0.73447555,-57.492416,128.06973,-22.254457,-0.868107,-123.10796,3.7195075,11.967669,-87.908165,14.7272835,-22.521692,81.73238,3.600906,3.6822126,-41.74964,1.9178866,-6.483235
4057,2.1440108,0.73447555,-57.492416,128.07208,-22.248226,-0.87101454,-123.10763,3.7222154,11.977082,-87.90819,14.722524,-22.517391,81.73238,3.600906,3.6822126,-41.74964,1.9178866,-6.483235
4068,2.1440108,0.73447555,-57.492416,128.07208,-22.248226,-0.87101454,-123.10763,3.7222154,11.977082,-87.908165,14.7272835,-22.521692,81.73238,3.600906,3.6822126,-41.742786,1.9179192,-6.482824
4078,2.1437252,0.734353,-57.48905,128.07208,-22.248226,-0.87101454,-123.10763,3.7222154,11.977082,-87.908165,14.7272835,-22.521692,81.73238,3.606185,3.686768,-41.74216,1.9154092,-6.489348
4089,2.1440108,0.73447555,-57.492416,128.07208,-22.248226,-0.87101454,-123.10763,3.7222154,11.977082,-87.90723,14.722433,-22.52695,81.73238,3.606185,3.686768,-41.737274,1.9158206,-6.4893794
4099,2.1440108,0.73447555,-57.492416,128.07208,-22.248226,-0.87101454,-123.10763,3.7222154,11.977082,-87.90724,14.717673,-22.522648,81.732475,3.6107624,3.6814706,-41.737274,1.9158206,-6.4893794
4109,2.1437252,0.734353,-57.48905,128.07208,-22.248226,-0.87101454,-123.10763,3.7222154,11.977082,-87.90723,14.722433,-22.52695,81.732475,3.6107624,3.6814706,-41.737274,1.9158206,-6.4893794
4121,2.1437252,0.734353,-57.48905,128.07208,-22.248226,-0.87101454,-123.10763,3.7222154,11.977082,-87.90724,14.717673,-22.522648,81.732475,3.6107624,3.6814706,-41.737274,1.9158206,-6.4893794
4131,2.1470885,0.7404834,-57.4888,128.07208,-22.248226,-0.87101454,-123.107925,3.7188427,11.983208,-87.90724,14.717673,-22.522648,81.732475,3.6107624,3.6814706,-41.737274,1.9158206,-6.4893794
4141,2.147375,0.7406062,-57.492153,128.07208,-22.248226,-0.87101454,-123.107925,3.7188427,11.983208,-87.90723,14.722433,-22.52695,81.732475,3.6107624,3.6814706,-41.737274,1.9158206,-6.4893794
4151,2.147375,0.7406062,-57.492153,128.0744,-22.241995,-0.8739222,-123.107925,3.7188427,11.983208,-87.90723,14.722433,-22.52695,81.732475,3.6107624,3.6814706,-41.7364,1.9198257,-6.4983892
4165,2.1470885,0.7404834,-57.4888,128.0744,-22.241995,-0.8739222,-123.10858,3.7127635,11.979919,-87.90723,14.722433,-22.52695,81.732475,3.6107624,3.6814706,-41.7364,1.9198257,-6.4983892
4174,2.1470885,0.7404834,-57.4888,128.0744,-22.241995,-0.8739222,-123.10858,3.7127635,11.979919,-87.90724,14.717673,-22.522648,81.732475,3.6160412,3.6860263,-41.7364,1.9198257,-6.4983892
4184,2.1470885,0.7404834,-57.4888,128.08304,-22.242508,-0.8751669,-123.10858,3.7127635,11.979919,-87.90724,14.717673,-22.522648,81.732475,3.6160412,3.6860263,-41.7364,1.9198257,-6.4983892
4194,2.1532168,0.74384516,-57.4886,128.0744,-22.241995,-0.8739222,-123.10858,3.7127635,11.979919,-87.90724,14.717673,-22.522648,81.732475,3.6160412,3.6860263,-41.7364,1.9198257,-6.4983892
4206,2.1532168,0.74384516,-57.4886,128.0744,-22.241995,-0.8739222,-123.10888,3.7093918,11.986046,-87.90724,14.717673,-22.522648,81.732475,3.6160412,3.6860263,-41.735775,1.917316,-6.504913
4215,2.1532168,0.74384516,-57.4886,128.08304,-22.242508,-0.8751669,-123.10888,3.7093918,11.986046,-87.90724,14.717673,-22.522648,81.732475,3.6160412,3.6860263,-41.736023,1.9108012,-6.5024285
4226,2.1532168,0.74384516,-57.4886,128.08304,-22.242508,-0.8751669,-123.10888,3.7093918,11.986046,-87.90724,14.717673,-22.522648,81.732475,3.6160412,3.6860263,-41.735775,1.917316,-6.504913
