A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2,G0,G1,G2,H0,H1,H2,I0,I1,I2,J0,J1,J2
-1.5827143,0.08220616,0.093687646,0.105932176,0.045206744,0.43754658,1.5753814,-0.21439365,0.36508378,-1.4721082,-0.22100681,1.322391,0.16273572,0.08638715,1.3951806,-0.14021513,-1.3069793,0.24467497,-0.48825428,0.56168866,0.770177,-0.2129285,-0.15118562,0.19671623,-0.8522023,0.46524888,0.11747019,0.3831386,-0.72393084,0.8002768
-1.5826569,0.082266726,0.093736544,0.10587174,0.045196306,0.43760216,1.5753405,-0.21442705,0.36509275,-1.4721082,-0.22100681,1.322391,0.16199,0.08656462,1.3956153,-0.14244825,-1.3082019,0.2439112,-0.48825428,0.56168866,0.770177,-0.21295868,-0.15114178,0.19661175,-0.85181856,0.46525145,0.11746241,0.3831386,-0.72393084,0.8002768
-1.582677,0.082317635,0.093856275,0.1058803,0.045104627,0.43762204,1.5753405,-0.21442705,0.36509275,-1.4721082,-0.22100681,1.322391,0.16140902,0.0865989,1.3960478,-0.1464953,-1.3100213,0.24316168,-0.48824745,0.56169575,0.7701848,-0.21296595,-0.15111886,0.19657661,-0.85181856,0.46525145,0.11746241,0.3831386,-0.72393084,0.8002768
-1.582644,0.08286807,0.09476582,0.105992146,0.04510251,0.43752086,1.5753405,-0.21442705,0.36509275,-1.4721082,-0.22100681,1.322391,-0.86740565,-0.047512732,0.09882265,-0.2244552,-1.3381411,0.22908974,-0.48824745,0.56169575,0.7701848,-0.21298656,-0.15109049,0.1965396,-0.8522023,0.46524888,0.11747019,0.3831386,-0.72393084,0.8002768
-1.5826062,0.08297103,0.094967954,0.106088825,0.045107026,0.4374197,1.5753405,-0.21442705,0.36509275,-1.4721082,-0.22100681,1.322391,-0.86705935,-0.048342936,0.10070667,-0.22376402,-1.3376437,0.22919644,-0.48824745,0.56169575,0.7701848,-0.2129637,-0.15111136,0.19660895,-0.8522023,0.46524888,0.11747019,0.3831386,-0.72393084,0.8002768
-1.5825391,0.08304384,0.09512858,0.10615359,0.04512099,0.43734795,1.5753405,-0.21442705,0.36509275,-1.4721098,-0.22100304,1.3223876,-0.8670684,-0.048558105,0.10098666,-0.22346516,-1.3372911,0.22927377,-0.48824745,0.56169575,0.7701848,-0.2129843,-0.151083,0.1965719,-0.8522023,0.46524888,0.11747019,0.3831386,-0.72393084,0.8002768
-1.5825969,0.08299182,0.09504614,0.106164046,0.045143828,0.43734452,1.5753405,-0.21442705,0.36509275,-1.4721028,-0.22098628,1.3224027,-0.8671846,-0.04677701,0.101066254,-0.22472034,-1.3391716,0.22773543,-0.48824745,0.56169575,0.7701848,-0.21299389,-0.15106755,0.19650443,-0.8522023,0.46524888,0.11747019,0.38313183,-0.7239249,0.80028665
-1.5825769,0.08294826,0.09489091,0.10615403,0.045088045,0.43736756,1.5753814,-0.21443102,0.36508366,-1.4721028,-0.22098628,1.3224027,-0.86737335,-0.047114722,0.10112064,-0.22563039,-1.340339,0.2267578,-0.48824745,0.56169575,0.7701848,-0.21299893,-0.15103713,0.19650161,-0.8522023,0.46524888,0.11747019,0.38313183,-0.7239249,0.80028665
-1.5826828,0.0828712,0.094766654,0.10607692,0.045080394,0.43745255,1.5753814,-0.21443102,0.36508366,-1.4721098,-0.22100304,1.3223876,-0.86724657,-0.049838874,0.10259577,-0.22673199,-1.3423172,0.22503856,-0.48824745,0.56169575,0.7701848,-0.21299021,-0.15109219,0.19654328,-0.85258573,0.46524635,0.11747799,0.38312417,-0.7239296,0.8002884
-1.5824898,0.08298488,0.09486074,0.10616689,0.04514353,0.43735775,1.5753814,-0.21439606,0.36508992,-1.4721082,-0.22100626,1.3223836,-0.8670667,-0.055299208,0.10289889,-0.22072178,-1.34273,0.22408707,-0.48825306,0.5616798,0.7701787,-0.2129637,-0.15111136,0.19660895,-0.8525718,0.46525398,0.11748007,0.38314533,-0.7239368,0.80026704
-1.5826218,0.082635604,0.09409984,0.10547092,0.04536153,0.4379801,1.5753814,-0.21439606,0.36508992,-1.4721098,-0.22100304,1.3223876,-0.86768353,-0.05409945,0.09746856,-0.216528,-1.3411294,0.22525352,-0.48825306,0.5616798,0.7701787,-0.21299389,-0.15106755,0.19650443,-0.8525718,0.46525398,0.11748007,0.38315302,-0.7239321,0.8002653
-1.582571,0.08248533,0.0935578,0.10550235,0.045384996,0.4379311,1.5753814,-0.21439606,0.36508992,-1.4721099,-0.22100249,1.3223803,-0.8644246,-0.043604743,0.07441565,-0.2094529,-1.3339704,0.23212047,-0.4882481,0.5616442,0.77018553,-0.21290922,-0.15119998,0.19672741,-0.85267144,0.46525615,0.11744729,0.38314533,-0.7239368,0.80026704
-1.5826393,0.082496464,0.09370681,0.1054738,0.04536516,0.43795735,1.5753814,-0.21439606,0.36508992,-1.4721099,-0.22100249,1.3223803,-0.8633997,-0.036811985,0.06319525,-0.20558049,-1.3309867,0.23508178,-0.48825562,0.5616489,0.7701756,-0.2128864,-0.15119456,0.19675422,-0.85267144,0.46525615,0.11744729,0.38314533,-0.7239368,0.80026704
-1.5826018,0.08258471,0.09398013,0.105460465,0.0453387,0.43798357,1.5753814,-0.21439606,0.36508992,-1.4721099,-0.22100249,1.3223803,-0.8643185,-0.029836854,0.053549334,-0.20151363,-1.3288205,0.23742212,-0.48824966,0.5616335,0.7701906,-0.21291287,-0.15117536,0.19668859,-0.8525718,0.46525398,0.11748007,0.38314533,-0.7239368,0.80026704
-1.5824676,0.082751326,0.09419287,0.10544239,0.045341685,0.43800634,1.5753814,-0.21439606,0.36508992,-1.4721099,-0.22100249,1.3223803,-0.8655422,-0.022173448,0.044290278,-0.1975549,-1.3266788,0.23973049,-0.48824966,0.5616335,0.7701906,-0.21294442,-0.15112573,0.19662012,-0.85267144,0.46525615,0.11744729,0.38314533,-0.7239368,0.80026704
-1.5825803,0.08248778,0.093374856,0.105504215,0.045351926,0.43795735,1.5753814,-0.21439365,0.36508378,-1.4721099,-0.22100249,1.3223803,-0.8698297,-0.70736325,0.82681173,-0.19068214,-1.3234881,0.24073817,-0.48825687,0.5616578,0.77017385,-0.2128864,-0.15119456,0.19675422,-0.8526854,0.4652485,0.11744521,0.38315302,-0.7239321,0.8002653
-1.5825709,0.08250006,0.09348667,0.10553611,0.04534248,0.43792796,1.5753814,-0.21439365,0.36508378,-1.4721099,-0.22100249,1.3223803,-0.8691422,-0.7034438,0.83272934,-0.18925264,-1.3231331,0.24078529,-0.48825687,0.5616578,0.77017385,-0.21291061,-0.15116785,0.19672091,-0.8526854,0.4652485,0.11744521,0.38315302,-0.7239321,0.8002653
-1.5825616,0.08252821,0.093529314,0.105548024,0.04536908,0.43789512,1.5753814,-0.21439365,0.36508378,-1.4721099,-0.22100249,1.3223803,-0.86869764,-0.7003798,0.8380304,-0.18747663,-1.3227363,0.24079637,-0.48825687,0.5616578,0.77017385,-0.21290922,-0.15119998,0.19672741,-0.8530683,0.46524593,0.117452994,0.38315302,-0.7239321,0.8002653
-1.5825897,0.082437545,0.09343889,0.10553662,0.045313474,0.43791157,1.5753814,-0.21439365,0.36508378,-1.4721099,-0.22100249,1.3223803,-0.86714965,-0.6978878,0.84591585,-0.18458417,-1.3216631,0.2410513,-0.48825687,0.5616578,0.77017385,-0.21287178,-0.1512404,0.19682449,-0.85258573,0.46524635,0.11747799,0.38315302,-0.7239321,0.8002653
-1.5825992,0.082417876,0.09336264,0.105521865,0.04528716,0.4379312,1.5753814,-0.21439365,0.36508378,-1.4721347,-0.22098798,1.322395,-0.87492037,0.0062430324,0.024296928,-0.1853166,-1.3216052,0.24106248,-0.48825687,0.5616578,0.77017385,-0.21287906,-0.15121746,0.19678935,-0.85258573,0.46524635,0.11747799,0.38315302,-0.7239321,0.8002653
-1.582666,0.08233764,0.09323745,0.10554047,0.045255177,0.43789205,1.5753814,-0.21439606,0.36508992,-1.4721028,-0.22098628,1.3224027,-0.8720086,-0.015118023,0.04638279,-0.19346228,-1.323728,0.23988926,-0.48825687,0.5616578,0.77017385,-0.21291287,-0.15117536,0.19668859,-0.8525998,0.4652387,0.117475905,0.38315302,-0.7239321,0.8002653
-1.5825946,0.08280911,0.09449796,-0.35955817,-0.25646803,1.1475315,1.5753404,-0.21445958,0.36508033,-1.4721044,-0.22098191,1.322392,-0.8656574,-0.0384178,0.07506036,-0.21523161,-1.3325391,0.23416413,-0.48825806,0.5616667,0.7701722,-0.21293575,-0.15115443,0.19661923,-0.85258573,0.46524635,0.11747799,0.3831294,-0.723927,0.8002838
-1.5826145,0.082874745,0.09454653,0.105786525,0.045247447,0.4376869,1.5753404,-0.21445958,0.36508033,-1.4721044,-0.22098191,1.322392,-0.8652425,-0.04168316,0.08450029,-0.21937522,-1.3367621,0.23046799,-0.48825935,0.56167555,0.7701705,-0.21292982,-0.15114523,0.19664784,-0.85258573,0.46524635,0.11747799,0.38313705,-0.7239223,0.8002821
