millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2
33398,-155.44243,-12.128847,-55.141083,64.070755,-4.00479,-55.944237,134.02274,5.0759735,0.8821782,-88.2272,8.303618,-1.3487828,92.30501,1.5807483,-2.0897574,13.42211,-1.9360248,-3.3348007
33409,-156.68324,-13.791561,-53.506187,63.89368,-5.485649,-54.373463,134.02274,5.0759735,0.8821782,-88.216606,8.313586,-1.3478847,92.29533,1.5805706,-2.0898974,13.42211,-1.9360248,-3.3348007
33419,-157.78976,-15.450767,-51.79159,63.777004,-6.9486814,-52.64832,134.01624,5.076209,0.8818008,-88.19769,8.304083,-1.3564906,92.28562,1.5852389,-2.0849924,13.422252,-1.9213154,-3.3401146
33429,-158.91214,-16.907663,-49.925106,63.276623,-8.318468,-50.796623,134.00833,5.069701,0.8842224,-88.19641,8.324221,-1.3558191,92.27611,1.585043,-2.0852914,13.422068,-1.9282565,-3.3409286
33441,-160.11124,-17.976389,-47.862854,62.24586,-9.5313835,-48.866837,133.99992,5.069631,0.8839166,-88.18411,8.363778,-1.354367,92.266106,1.5947528,-2.0852294,13.421884,-1.9351972,-3.3417428
33450,-161.37727,-18.81698,-45.697624,60.97932,-10.635804,-46.947174,133.99342,5.0698667,0.88353956,-88.18168,8.398638,-1.3484836,92.2562,1.5994407,-2.080167,13.414942,-1.9423544,-3.3424625
33461,-162.61671,-19.55009,-43.585766,59.708164,-11.549655,-45.09985,133.9936,5.067147,0.87710744,-88.16878,8.448054,-1.3468353,92.2562,1.5994407,-2.080167,13.408998,-1.9303432,-3.3268573
33471,-163.7259,-20.089884,-41.64818,58.512104,-12.127119,-43.28557,133.98521,5.0670757,0.8768019,-88.16689,8.478059,-1.3459666,92.25652,1.5895541,-2.0803695,13.408632,-1.9442248,-3.3284838
33482,-164.5136,-20.382708,-39.781956,57.492065,-12.405891,-41.350758,133.9768,5.067004,0.8764964,-88.15628,8.488025,-1.3450476,92.24652,1.5895686,-2.090397,13.407397,-2.0005786,-3.3280454
33493,-165.01863,-20.384335,-37.70046,56.758884,-12.645881,-39.248394,133.9787,5.06731,0.8764249,-88.136795,8.48338,-1.3486038,92.24684,1.5845296,-2.0855541,13.406898,-2.0291688,-3.3243546
