millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2,G0,G1,G2,H0,H1,H2
11924,-71.09363,32.014133,-2.8512945,65.769325,26.339067,-14.14962,-61.233173,6.9332476,0.18362744,-123.07068,9.612286,-2.0083575,116.31442,2.5567467,-1.3312403,-12.38999,-0.8493095,-3.2919075,-142.40886,-51.77462,-17.187426,111.32658,17.577906,-17.084246
11938,-72.31379,31.899902,-2.485759,64.39344,25.997849,-14.003846,-61.20454,6.9226966,0.16747764,-123.04659,9.619074,-2.0029683,116.33071,2.565149,-1.3442184,-12.376873,-0.86207145,-3.2835917,-142.37598,-51.720406,-17.191757,111.321884,17.502623,-17.108202
11952,-73.65069,31.665028,-2.3017952,62.98031,25.620838,-13.980466,-61.17588,6.9588733,0.14809807,-123.008865,9.597664,-2.0036128,116.33071,2.565149,-1.3442184,-12.37083,-0.8904298,-3.2875915,-142.31987,-51.67201,-17.193552,111.34701,17.445566,-17.145414
11967,-74.96937,31.388048,-2.2183623,61.555786,25.220654,-14.018866,-61.1762,6.9924927,0.13639125,-122.983055,9.613437,-1.9854444,116.33039,2.5710886,-1.3479012,-12.37103,-0.89738035,-3.2868354,-142.2486,-51.659504,-17.200054,111.32931,17.30205,-17.184729
11981,-76.280174,31.024073,-2.2738914,60.135292,24.769896,-14.0341,-61.173294,6.9927015,0.13676295,-122.94612,9.6446085,-1.9661578,116.33039,2.5710886,-1.3479012,-12.37842,-0.918425,-3.2844894,-142.1454,-51.67877,-17.19992,111.342285,17.177313,-17.209768
11994,-77.58703,30.586412,-2.3183143,58.734318,24.310915,-14.004282,-61.173508,6.9891596,0.1307484,-122.924225,9.635807,-1.9612957,116.32278,2.5710256,-1.3481438,-12.378019,-0.9045242,-3.2860024,-142.03757,-51.70554,-17.201963,111.33151,17.06917,-17.233572
12009,-78.85063,30.149363,-2.2644987,57.36547,23.879732,-13.969945,-61.17373,7.00119,0.12366071,-122.908195,9.636039,-1.9599737,116.31352,2.5708728,-1.3482338,-12.384807,-0.9047176,-3.2859259,-141.95532,-51.716812,-17.202843,111.35067,17.037758,-17.244835
12023,-80.098175,29.737358,-2.2061846,56.095764,23.545742,-13.999806,-61.173836,7.007205,0.12011693,-122.88507,9.63667,-1.9579022,116.30592,2.5708103,-1.3484764,-12.384807,-0.9047176,-3.2859259,-141.89098,-51.698925,-17.208693,111.35127,17.092243,-17.224787
12037,-81.271355,29.421883,-2.2015667,54.969044,23.310331,-14.058719,-61.176632,7.00098,0.12328898,-122.860374,9.633429,-1.9498881,116.30584,2.5745008,-1.3425342,-12.391338,-0.89871204,-3.2935562,-141.82904,-51.671375,-17.210857,111.360085,17.210154,-17.199993
12051,-82.29593,29.152626,-2.2573476,53.937828,23.118671,-14.163341,-61.185482,7.0013523,0.12307866,-122.843124,9.643093,-1.9513494,116.29822,2.574438,-1.3427769,-12.398327,-0.90585595,-3.292722,-141.76257,-51.651344,-17.215168,111.37329,17.330576,-17.18118
12064,-83.23567,28.986238,-2.3292005,52.95717,22.939644,-14.339535,-61.188385,7.001142,0.122706935,-122.828636,9.647197,-1.955967,116.28897,2.5742855,-1.3428673,-12.404711,-0.89214987,-3.2941616,-141.67804,-51.667767,-17.211447,111.386185,17.37872,-17.173855
12080,-84.19187,28.835651,-2.5312738,52.096096,22.787743,-14.557018,-61.191284,7.0009317,0.12233525,-122.81384,9.637985,-1.9518629,116.28134,2.574223,-1.3431101,-12.406959,-0.8922256,-3.2943559,-141.58629,-51.678627,-17.216825,111.39043,17.367435,-17.16546
12094,-85.0481,28.645868,-2.8129253,51.35369,22.63733,-14.830018,-61.203033,7.0010924,0.12175317,-122.797806,9.638214,-1.9505402,116.272095,2.5740705,-1.3432003,-12.413803,-0.8916672,-3.2873302,-141.51071,-51.66911,-17.217184,111.394356,17.32778,-17.175488
12107,-85.76025,28.497616,-3.1106844,50.691902,22.469105,-15.137726,-61.203033,7.0010924,0.12175317,-122.781525,9.641745,-1.9553335,116.273735,2.5741608,-1.3433528,-12.420133,-0.87871313,-3.2957215,-141.44936,-51.656986,-17.219158,111.40467,17.299149,-17.182724
12122,-86.42437,28.32722,-3.5000644,50.049755,22.275763,-15.403648,-61.203148,6.991534,0.11928504,-122.76672,9.632533,-1.9512339,116.26447,2.574008,-1.3434433,-12.426517,-0.8650071,-3.2971656,-141.37387,-51.647484,-17.2195,111.40604,17.29339,-17.177803
12136,-87.091324,28.103498,-3.9274867,49.430027,22.056246,-15.587244,-61.203148,6.9759617,0.120362304,-122.741516,9.635892,-1.9554538,116.25653,2.5798826,-1.3473729,-12.426115,-0.8511068,-3.2986844,-141.28685,-51.65083,-17.222702,111.410484,17.33429,-17.165941
12150,-87.732635,27.847382,-4.225839,48.86491,21.812101,-15.720047,-61.1943,6.960019,0.12164877,-122.72841,9.617717,-1.9641554,116.24728,2.5797293,-1.347463,-12.432499,-0.8374012,-3.3001304,-141.21606,-51.638298,-17.229141,111.42288,17.41254,-17.15097
12164,-88.251015,27.509518,-4.424222,48.420933,21.581802,-15.849436,-61.203255,6.9508295,0.118971325,-122.71435,9.6056795,-1.9695197,116.23967,2.5796669,-1.3477064,-12.439086,-0.830646,-3.3008177,-141.16153,-51.609898,-17.238804,111.4372,17.507103,-17.135145
12228,-62.623398,21.276329,-7.163891,48.520744,20.71154,-16.7963,-61.244293,6.9976087,0.11325133,-122.27732,9.821208,-1.9633976,116.23252,2.5662785,-1.3561418,-12.441207,-0.89863724,-3.2793167,-138.74571,-51.796745,-17.217785,111.63862,17.394045,-17.155508
12268,-60.11906,20.746637,-7.5050554,75.425804,22.221146,-16.631884,-76.98296,4.3423347,-1.8464466,-122.23183,9.8163395,-1.9625344,116.21564,2.5660617,-1.3564734,-12.621529,-0.81660956,-3.3157232,-138.41074,-51.90774,-17.218208,111.64518,17.296686,-17.165731
12294,-58.232956,20.311441,-7.769673,78.15764,21.551767,-16.598618,-61.662285,7.0045457,0.26222888,-122.217896,9.86345,-1.9598571,115.97777,2.5447004,-1.3255101,-12.641464,-0.8032995,-3.3170521,-138.36053,-51.80801,-17.222525,111.650085,17.307468,-17.16147
12308,-56.64797,19.862026,-7.8029757,79.80783,21.277754,-16.352266,-61.67378,7.008285,0.2676471,-122.20029,9.876453,-1.96733,115.9702,2.54093,-1.3316815,-12.653746,-0.7627691,-3.3284967,-138.32803,-51.77261,-17.219748,111.66571,17.434603,-17.122612
12322,-54.775993,19.43438,-7.715283,81.557106,21.03473,-15.865184,-61.67968,6.9360356,0.26905307,-122.19012,9.89521,-1.9564513,115.960945,2.5407786,-1.33177,-12.66107,-0.69972855,-3.3286386,-138.24065,-51.791153,-17.223219,111.66957,17.624456,-17.062696
12336,-52.924797,19.1233,-7.384132,83.35286,20.808578,-15.172785,-61.696907,6.9082346,0.27602983,-122.187096,9.930268,-1.9610794,115.95329,2.540716,-1.3320097,-12.667518,-0.6852598,-3.3231735,-138.19467,-51.78377,-17.223646,111.69804,17.904509,-16.980968
12350,-51.074234,18.824001,-6.7806587,85.0281,20.58896,-14.444342,-61.71737,6.9339137,0.27652925,-122.194496,9.9337435,-1.9835173,115.944275,2.5383468,-1.3224643,-12.674497,-0.69240516,-3.322335,-138.2119,-51.69454,-17.219807,111.73756,18.19607,-16.919888
12365,-49.314922,18.557371,-6.022716,86.58415,20.44201,-13.767498,-61.72308,6.9179425,0.27693763,-122.18837,9.928033,-1.9861116,115.9459,2.5384355,-1.3226149,-12.681074,-0.68565375,-3.323045,-138.21422,-51.612206,-17.222727,111.7474,18.22585,-16.900805
12377,-47.73978,18.472937,-5.239083,87.95232,20.271921,-13.164579,-61.734943,6.9085426,0.27394366,-122.172264,9.928256,-1.9847479,115.93662,2.5382845,-1.3227037,-12.681678,-0.7064988,-3.3207214,-138.1407,-51.60276,-17.222878,111.744896,18.050564,-16.92857
12392,-46.37226,18.310568,-4.608545,89.13917,20.102995,-12.581474,-61.746292,6.9218535,0.2817884,-122.15819,9.916245,-1.9901273,115.928986,2.5382228,-1.3229429,-12.682482,-0.73429227,-3.3176222,-138.03679,-51.637146,-17.22335,111.73745,17.9066,-16.956226
12408,-45.26178,18.17734,-4.0999675,90.26365,19.881863,-12.01424,-61.749012,6.9312224,0.28383684,-122.14411,9.904237,-1.9955095,115.91971,2.5380719,-1.3230313,-12.682884,-0.748189,-3.316073,-137.92627,-51.661526,-17.224451,111.75741,17.897295,-16.97161
12421,-44.307995,17.96873,-3.6407332,91.39458,19.623201,-11.508574,-61.760868,6.9218235,0.28084406,-122.12901,9.898346,-1.9975225,115.91207,2.53801,-1.3232707,-12.683286,-0.7620858,-3.3145232,-137.83492,-51.672173,-17.230099,111.76082,17.968227,-16.951662
12435,-43.325516,17.711424,-3.1518583,92.60627,19.360867,-11.036428,-61.763584,6.9311914,0.28289127,-122.11291,9.898572,-1.9961627,115.91175,2.5439355,-1.3269755,-12.690467,-0.7761782,-3.3129036,-137.7488,-51.675415,-17.233402,111.783516,18.033857,-16.941154
12449,-42.20483,17.418192,-2.693827,93.992165,19.107355,-10.6245575,-61.775307,6.931362,0.28231752,-122.09779,9.89268,-1.9981776,115.90443,2.5379474,-1.3235097,-12.690266,-0.76923,-3.313679,-137.65839,-51.681767,-17.230616,111.78074,18.013296,-16.94651
12463,-40.8569,17.116295,-2.3245945,95.57484,18.93537,-10.187857,-61.77544,6.921792,0.27989972,-122.08169,9.892905,-1.9968189,115.89515,2.5377967,-1.323598,-12.7032175,-0.74877733,-3.3158689,-137.58624,-51.689705,-17.232555,111.79552,17.945076,-16.964178
12477,-39.277943,16.81706,-2.1451073,97.50252,18.818192,-9.726605,-61.789898,6.915764,0.28253335,-122.064316,9.902584,-1.998177,115.885895,2.5376458,-1.3236867,-12.70939,-0.7281294,-3.3181307,-137.49792,-51.69084,-17.234303,111.79852,17.913454,-16.96265
12491,-37.30448,16.526777,-2.0430791,99.64572,18.706823,-9.219377,-61.804375,6.894169,0.28633216,-122.05691,9.90633,-2.0034974,115.887505,2.537734,-1.3238374,-12.715565,-0.70748204,-3.3203943,-137.44821,-51.67558,-17.23681,111.81026,17.931221,-16.961317
12506,-35.00282,16.154549,-2.0209377,101.93592,18.40368,-8.647054,-61.818714,6.882147,0.2925508,-122.04896,9.900035,-2.006287,115.87824,2.5375836,-1.3239259,-12.731221,-0.70099247,-3.3212376,-137.37505,-51.666134,-17.236954,111.81775,17.988617,-16.949688
12519,-32.52374,16.032425,-1.8917389,104.17538,17.960052,-8.048328,-61.83318,6.8605547,0.29636025,-122.04583,9.875986,-2.0190265,115.87026,2.5434453,-1.3278719,-12.737395,-0.6803451,-3.3235068,-137.3083,-51.666676,-17.236525,111.83225,18.026945,-16.94297
12533,-30.140617,16.053642,-1.8452749,106.17469,17.648615,-7.769591,-61.859383,6.839132,0.29960984,-122.036644,9.879148,-2.0245326,115.86125,2.5410836,-1.3183254,-12.737524,-0.6880663,-3.3296762,-137.2148,-51.675198,-17.240646,111.82825,18.014387,-16.936535
12548,-28.039429,15.875625,-1.9669929,108.056625,17.318228,-7.602808,-61.861996,6.8269453,0.30640686,-122.03145,9.857857,-2.043553,115.85366,2.537308,-1.3244925,-12.737999,-0.70118916,-3.3211725,-137.14586,-51.67365,-17.238646,111.835884,17.991323,-16.947369
12562,-26.267828,15.876944,-2.0971255,109.81312,16.888582,-7.4602637,-61.87383,6.8331094,0.30225936,-122.0263,9.846037,-2.0495436,115.85366,2.537308,-1.3244925,-12.744976,-0.70833385,-3.3203292,-137.08472,-51.655792,-17.244059,111.8436,17.996534,-16.939577
12576,-24.548922,15.501095,-2.3756557,111.61456,16.401459,-7.2634377,-61.87641,6.836491,0.30788377,-122.010185,9.84627,-2.0481904,115.846016,2.5372455,-1.3247316,-12.745177,-0.7152817,-3.3195505,-137.01938,-51.641068,-17.24336,111.853905,18.020119,-16.943113
12589,-22.79512,15.188147,-2.5186841,113.37906,15.903518,-7.035571,-61.888386,6.8330812,0.30132693,-122.00276,9.85002,-2.0535147,115.83836,2.5371828,-1.3249706,-12.752153,-0.7224261,-3.318705,-136.93341,-51.655315,-17.238459,111.8587,18.030859,-16.938751
12604,-20.913675,14.704023,-2.6244967,115.05262,15.426773,-6.9184556,-61.89096,6.8364635,0.30695087,-121.985634,9.856364,-2.0487795,115.82909,2.5370321,-1.3250589,-12.752557,-0.73632175,-3.3171473,-136.84222,-51.665905,-17.24418,111.869125,18.028357,-16.944216
12618,-19.192982,14.526516,-2.6684866,116.57694,14.99596,-6.8901362,-61.902794,6.8426266,0.302801,-121.96852,9.862707,-2.0440423,115.82144,2.5369692,-1.325298,-12.759534,-0.7434658,-3.3163009,-136.75102,-51.676476,-17.249914,111.87527,18.005007,-16.9536
12633,-17.688494,14.312722,-2.9245055,117.945,14.593791,-6.9536796,-61.91169,6.8429937,0.3026026,-121.952385,9.862937,-2.042687,115.81185,2.5427413,-1.3290963,-12.759734,-0.75041354,-3.3155212,-136.67265,-51.685436,-17.24422,111.87539,17.978918,-16.955536
12646,-16.358904,14.10546,-3.278831,119.24977,14.210254,-7.08624,-61.9144,6.836803,0.30581984,-121.93626,9.863166,-2.0413313,115.81347,2.5428295,-1.3292474,-12.76671,-0.7575572,-3.3146732,-136.58687,-51.68864,-17.247564,111.883026,17.955854,-16.966375
12660,-15.145794,13.98425,-3.5833886,120.55732,13.840634,-7.2796288,-61.92613,6.836973,0.30525434,-121.92088,9.860631,-2.04945,115.80419,2.5426784,-1.3293357,-12.7669115,-0.76450485,-3.3138928,-136.49564,-51.699192,-17.253326,111.89485,17.947535,-16.966955
12674,-13.895367,13.826539,-3.909345,121.9684,13.504044,-7.521225,-61.94054,6.846519,0.30672488,-121.90475,9.860862,-2.0480947,115.79653,2.5426152,-1.3295754,-12.773685,-0.76470065,-3.313824,-136.41734,-51.708145,-17.247652,111.90237,17.950563,-16.97586
12688,-12.536707,13.657195,-4.3656697,123.45764,13.235035,-7.718232,-61.95476,6.8285155,0.31655192,-121.896576,9.867379,-2.0439394,115.78759,2.5365422,-1.3259526,-12.780461,-0.7648964,-3.313755,-136.33159,-51.711334,-17.25101,111.90147,17.946281,-16.980305
12702,-11.032011,13.391152,-4.947394,124.90487,13.039736,-7.781046,-61.980576,6.804693,0.32940978,-121.88144,9.861501,-2.0459704,115.77992,2.5364797,-1.3261917,-12.789148,-0.7512655,-3.3154445,-136.24167,-51.71768,-17.248285,111.9091,17.923222,-16.991144
12717,-9.529234,13.209164,-5.350117,126.21819,13.009496,-7.561162,-61.99774,6.7769246,0.33648568,-121.87626,9.840235,-2.0650215,115.779854,2.5401971,-1.3202664,-12.79505,-0.72444713,-3.3254497,-136.16762,-51.72348,-17.248718,111.916115,17.904161,-16.996086
12731,-8.187328,13.275395,-5.318643,127.31728,13.078656,-7.115411,-62.00059,6.7611647,0.33731303,-121.87229,9.809514,-2.0813751,115.77961,2.542401,-1.3299035,-12.808395,-0.71789324,-3.326099,-136.08966,-51.721386,-17.251253,111.921005,17.888813,-16.993668
12745,-7.069557,13.551873,-4.8302665,128.30415,13.200039,-6.642514,-62.0122,6.755345,0.34034497,-121.86587,9.807166,-2.0900872,115.7704,2.5385318,-1.3359168,-12.8153715,-0.72503746,-3.32525,-136.02141,-51.708794,-17.257437,111.93074,17.916397,-16.991304
12758,-6.117526,13.934112,-4.243296,129.31252,13.335658,-6.089648,-62.026646,6.733765,0.3442102,-121.85845,9.810927,-2.0954106,115.77164,2.548259,-1.3338552,-12.821137,-0.69049764,-3.3290992,-135.96623,-51.69466,-17.252153,111.94125,17.942163,-16.978142
12773,-5.117249,14.017046,-3.815439,130.33006,13.426769,-5.6110883,-62.041134,6.696619,0.3492796,-121.84803,9.833014,-2.0905643,115.76236,2.5481074,-1.3339436,-12.833348,-0.6414831,-3.3275106,-135.93626,-51.65949,-17.248814,111.94193,17.966434,-16.965405
12787,-4.0424714,14.108195,-3.3993292,131.39046,13.432434,-5.269842,-62.069614,6.6822004,0.36421907,-121.84754,9.839717,-2.102738,115.762505,2.5406704,-1.3457932,-12.8396435,-0.62856627,-3.3359635,-135.92783,-51.605377,-17.254324,111.95733,18.00904,-16.954206
12802,-2.9587207,14.246027,-3.0458305,132.4765,13.354515,-5.0536895,-62.112453,6.624664,0.3878675,-121.83809,9.846243,-2.1143236,115.763214,2.52511,-1.3442934,-12.839845,-0.63551325,-3.3351796,-135.89175,-51.560265,-17.251385,111.96151,18.023777,-16.943933
12816,-1.8409365,14.240385,-2.9165723,133.53633,13.234706,-4.949323,-62.143566,6.566976,0.41210526,-121.84059,9.83462,-2.1366665,115.746605,2.5189736,-1.3409055,-12.83924,-0.6146722,-3.337532,-135.84502,-51.53981,-17.25819,111.9686,18.032972,-16.930231
12830,-0.70294803,14.11733,-3.0239234,134.49991,13.136145,-4.8827376,-62.155205,6.545595,0.41637987,-121.85527,9.79204,-2.1767244,115.73895,2.518909,-1.3411433,-12.845688,-0.6001963,-3.3320947,-135.79803,-51.509373,-17.2601,111.979546,18.080826,-16.92097
12844,0.32936993,14.030412,-3.1675587,135.30765,13.081947,-4.788033,-62.16659,6.5804954,0.41938818,-121.84929,9.773545,-2.1863093,115.729675,2.5187578,-1.3412299,-12.848016,-0.6002555,-3.3322926,-135.76616,-51.461105,-17.263142,111.98999,18.106575,-16.907763
12857,1.1371952,14.101458,-3.169117,136.00168,13.082091,-4.706307,-62.166885,6.561334,0.414623,-121.83315,9.773794,-2.184965,115.73136,2.5151238,-1.347305,-12.86136,-0.5937043,-3.3329594,-135.71768,-51.44589,-17.265402,112.003944,18.09455,-16.915709
12872,1.7761116,14.33668,-2.9911304,136.7134,13.178754,-4.7039714,-62.169853,6.536002,0.41310316,-121.817795,9.780736,-2.1800547,115.722084,2.5149727,-1.3473912,-12.867126,-0.559167,-3.3368297,-135.61537,-51.464878,-17.265913,112.00549,18.06263,-16.912806
12886,2.4539206,14.607681,-2.8689656,137.53003,13.357305,-4.799147,-62.18416,6.5240197,0.41941237,-121.80859,9.783919,-2.185554,115.71458,2.507465,-1.3594755,-12.872291,-0.50379,-3.343061,-135.5246,-51.486477,-17.26353,112.01606,18.034044,-16.92025
12900,3.2769608,14.836243,-2.9664211,138.38283,13.615733,-5.0191517,-62.215603,6.468746,0.4341388,-121.79695,9.81547,-2.1833904,115.70628,2.5192368,-1.3671439,-12.86391,-0.4480144,-3.3493974,-135.47977,-51.450825,-17.269833,112.03084,18.048426,-16.89874
12915,4.219736,15.116665,-3.2137146,139.23468,13.926797,-5.3281302,-62.27038,6.3922787,0.4526855,-121.8032,9.837913,-2.1954463,115.70651,2.5170395,-1.3575052,-12.862705,-0.40633225,-3.354109,-135.4925,-51.378887,-17.27083,112.07277,18.097067,-16.866558
12927,5.0842714,15.486401,-3.5768597,140.0223,14.206133,-5.6290236,-62.287422,6.3430176,0.46475938,-121.81587,9.807552,-2.2287354,115.69717,2.5206099,-1.3516687,-12.8822,-0.37063316,-3.3440053,-135.52545,-51.281784,-17.270407,112.11023,18.11101,-16.824036
12942,5.8807387,15.802187,-3.9116957,140.70018,14.418217,-5.8139396,-62.29917,6.3276215,0.46547583,-121.82951,9.771078,-2.265413,115.69749,2.5146906,-1.3479527,-12.888572,-0.35694006,-3.3455331,-135.56206,-51.181484,-17.275991,112.12911,18.111843,-16.810907
12956,6.5904174,16.024408,-4.1743054,141.27783,14.607861,-5.7943954,-62.310333,6.3505654,0.47567284,-121.83346,9.746646,-2.2789838,115.6899,2.5109026,-1.3541127,-12.895342,-0.35714048,-3.345488,-135.53786,-51.12797,-17.27784,112.146736,18.09242,-16.80466
12970,7.1820006,16.234947,-4.2043953,141.74564,14.779822,-5.589622,-62.3133,6.3252397,0.4741977,-121.81732,9.746907,-2.2776425,115.680626,2.5107512,-1.3541988,-12.901713,-0.34344798,-3.3470187,-135.44794,-51.14963,-17.275377,112.14533,18.066032,-16.805212
12985,7.6800685,16.433994,-3.9281216,142.14107,14.893755,-5.331495,-62.327827,6.309669,0.4745748,-121.80915,9.753438,-2.2734935,115.665764,2.497254,-1.3627989,-12.910431,-0.33831665,-3.361856,-135.32387,-51.19178,-17.275616,112.15804,18.06198,-16.801348
12999,8.101069,16.686104,-3.4453125,142.6093,14.965326,-5.257754,-62.35642,6.270178,0.488542,-121.80471,9.7845745,-2.2720861,115.648026,2.5163195,-1.3587149,-12.908018,-0.25495604,-3.3713098,-135.25098,-51.197643,-17.275902,112.17813,18.054832,-16.800049
13014,8.534102,16.966824,-3.1203637,143.27602,15.067868,-5.246336,-62.38283,6.229627,0.4873065,-121.8048,9.801329,-2.2867756,115.63051,2.5242088,-1.3723977,-12.90509,-0.16700777,-3.4023864,-135.23088,-51.163105,-17.267578,112.20393,18.024874,-16.760948
13077,8.195994,20.100842,-1.0729997,146.88364,15.713802,-3.900373,-62.82218,6.0347943,0.5168845,-121.55644,9.403337,-2.3033206,115.54652,2.555213,-1.3364722,-12.912387,0.30092117,-3.4272785,-132.82994,-51.293774,-17.369873,112.28513,17.784224,-16.939411
13117,-0.26341873,21.715326,-3.580342,129.8565,20.499006,-12.055515,-62.848026,6.0015044,0.52779365,-121.329,9.458539,-2.1614192,115.51434,2.5474064,-1.3491162,-13.081442,-0.9478903,-3.2987816,-132.06012,-51.725258,-17.360567,112.22777,16.792135,-17.293577
13158,-7.5113144,21.497095,-8.739179,122.64205,20.124395,-17.801212,-62.702106,6.969156,0.3921873,-121.23781,9.549531,-2.1127002,115.30872,2.497647,-1.3237062,-13.091035,-0.96126264,-3.2903497,-131.907,-51.63958,-17.39037,112.22219,16.731358,-17.284765
13172,-9.622458,21.354652,-10.272395,120.16549,19.804766,-19.469748,-62.71622,6.98831,0.39590997,-121.2126,9.549593,-2.1108148,115.310814,2.4934042,-1.304563,-13.083911,-1.0304438,-3.282243,-131.85753,-51.61654,-17.394339,112.25367,17.109241,-17.217127
13186,-11.866425,21.233934,-11.558079,117.49578,19.349442,-21.0679,-62.6994,7.043521,0.3801629,-121.19155,9.531271,-2.103472,115.328156,2.4543471,-1.2875929,-13.087268,-1.1391952,-3.2486122,-131.74867,-51.653545,-17.390022,112.27166,17.387026,-17.161457
13199,-14.400081,21.126713,-12.653458,114.48849,18.640482,-22.792404,-62.65752,7.0841174,0.34212774,-121.16367,9.497206,-2.0963569,115.37893,2.4109933,-1.3166865,-13.107833,-1.2978314,-3.216301,-131.61598,-51.702198,-17.393929,112.27074,17.406725,-17.180674
13213,-17.13995,20.864237,-13.701976,110.89437,17.593637,-24.779322,-62.64464,7.092446,0.3702033,-121.09776,9.496716,-2.0600016,115.37891,2.4019482,-1.3440679,-13.112289,-1.4607497,-3.2256413,-131.39902,-51.79954,-17.399046,112.23839,17.124033,-17.305538
13226,-20.141674,20.422419,-14.969012,107.04075,16.27542,-27.009079,-62.65381,7.104767,0.3627519,-121.01546,9.567462,-1.9910122,115.37808,2.4249809,-1.3337966,-13.118622,-1.4478368,-3.234079,-131.09142,-51.988598,-17.400646,112.24973,16.50684,-17.48678
13242,-23.187902,19.775372,-16.529348,103.63637,14.8208885,-29.20512,-62.656445,7.098592,0.36599326,-120.952675,9.611059,-1.9622527,115.37039,2.4249146,-1.3340262,-13.118421,-1.4408914,-3.2348814,-130.78476,-52.221207,-17.392944,112.190956,15.802677,-17.603687
13256,-25.981865,18.616364,-18.37346,100.67043,13.375534,-31.383202,-62.667713,7.111975,0.37371418,-120.9418,9.639898,-1.9693706,115.3611,2.4247663,-1.3341078,-13.119225,-1.4686729,-3.231672,-130.63406,-52.317352,-17.378523,112.190125,15.327864,-17.704062
13271,-28.49404,17.446486,-20.298111,98.05524,11.884592,-33.548367,-62.67062,7.1021824,0.37098998,-120.9205,9.624931,-1.9681053,115.36232,2.4344957,-1.3320775,-13.118622,-1.4478368,-3.234079,-130.64247,-52.241695,-17.37957,112.1881,15.223608,-17.711742
13284,-30.596188,16.252483,-22.282076,95.65786,10.404363,-35.680866,-62.68231,7.102359,0.37040243,-120.89864,9.599909,-1.964411,115.35334,2.4284396,-1.3284259,-13.125184,-1.4410775,-3.234771,-130.68811,-52.134808,-17.385336,112.21213,15.497426,-17.664097
13298,-32.293827,15.095377,-24.312151,93.368355,8.907691,-37.806488,-62.68215,7.1119475,0.3727433,-120.88216,9.603522,-1.9691494,115.345634,2.4283736,-1.3286556,-13.125586,-1.4549681,-3.2331655,-130.6272,-52.12024,-17.384394,112.23289,15.927181,-17.58151
13312,-33.79585,14.050571,-26.318604,90.92832,7.3943443,-39.89278,-62.693737,7.1061563,0.3757802,-120.86689,9.5976515,-1.9712691,115.33635,2.4282258,-1.3287373,-13.132548,-1.4620992,-3.2322521,-130.51042,-52.164154,-17.383091,112.258865,16.281809,-17.513395
13326,-35.37021,13.127314,-28.262594,88.45348,6.0329037,-41.99144,-62.705273,7.115923,0.37753156,-120.85086,9.594452,-1.9638898,115.33666,2.4223187,-1.3250028,-13.133181,-1.4821416,-3.2228975,-130.40854,-52.19578,-17.378153,112.26446,16.435066,-17.482677
13340,-37.119102,12.284909,-30.156164,85.61391,4.7746224,-44.132385,-62.71982,7.121862,0.3729335,-120.83734,9.5891485,-1.9658283,115.32873,2.424419,-1.3348778,-13.142722,-1.4963301,-3.2213626,-130.34293,-52.183006,-17.384264,112.27031,16.333706,-17.498774
13355,-39.152786,11.633026,-32.092705,82.45771,3.520747,-46.16848,-62.731243,7.125662,0.37830853,-120.81545,9.564125,-1.9621599,115.328804,2.4206777,-1.3407886,-13.150288,-1.5242966,-3.2180324,-130.26717,-52.180702,-17.387005,112.27227,16.065372,-17.552248
13368,-41.425438,10.76798,-34.117245,79.2327,2.2486827,-48.07523,-62.73463,7.1241784,0.36237016,-120.784546,9.538918,-1.9579356,115.32135,2.4184453,-1.3313715,-13.150888,-1.5451328,-3.2156193,-130.1653,-52.21231,-17.382113,112.262405,15.749287,-17.61525
13383,-43.90429,9.861746,-35.936848,76.11378,1.0403124,-49.781998,-62.737213,7.1335607,0.36432353,-120.76416,9.517868,-1.9601603,115.3291,2.4147708,-1.3370533,-13.164437,-1.5447067,-3.2084427,-130.03671,-52.25342,-17.38386,112.26567,15.501486,-17.662687
13397,-46.155815,8.911136,-37.584557,73.49503,-0.09954189,-51.26398,-62.746162,7.1339436,0.36411634,-120.73579,9.548835,-1.9408602,115.32142,2.4147036,-1.337282,-13.171401,-1.5518355,-3.2075207,-129.96014,-52.26231,-17.378672,112.26295,15.393116,-17.675024
13411,-47.95692,7.873191,-39.152107,71.28628,-1.1525165,-52.488888,-62.748905,7.1337366,0.3637331,-120.71032,9.561569,-1.9318962,115.311745,2.4242039,-1.3351889,-13.177561,-1.5311842,-3.2098222,-129.85036,-52.287792,-17.382814,112.27767,15.437198,-17.673954
13425,-49.12759,6.8558097,-40.535023,69.33073,-2.1065044,-53.41631,-62.76043,7.143503,0.36547717,-120.69209,9.573917,-1.923679,115.304054,2.4241374,-1.3354183,-13.177561,-1.5311842,-3.2098222,-129.7607,-52.310875,-17.383055,112.27992,15.581901,-17.631472
13439,-50.127975,6.088788,-41.619812,67.55727,-3.1056635,-54.02833,-62.76316,7.143296,0.36509332,-120.67559,9.577533,-1.9284151,115.304054,2.4241374,-1.3354183,-13.184722,-1.545258,-3.208094,-129.6929,-52.314648,-17.37689,112.30887,15.776408,-17.602974
13453,-51.30104,5.3435326,-42.32188,65.806854,-4.1454506,-54.42414,-62.771965,7.1532702,0.3672197,-120.65326,9.568625,-1.9237441,115.295135,2.414341,-1.3376725,-13.185122,-1.5591478,-3.2064807,-129.63634,-52.296726,-17.382008,112.30928,15.896733,-17.572643
